ticker,ts_utc,close
CVX,2026-06-29T13:31:00Z,171.46
CVX,2026-06-29T13:32:00Z,171.245
CVX,2026-06-29T13:33:00Z,171.38
CVX,2026-06-29T13:37:00Z,171.11
CVX,2026-06-29T13:39:00Z,171.14
CVX,2026-06-29T13:40:00Z,171.01
CVX,2026-06-29T13:41:00Z,170.91
CVX,2026-06-29T13:42:00Z,170.92
CVX,2026-06-29T13:45:00Z,170.63
CVX,2026-06-29T13:46:00Z,170.77
CVX,2026-06-29T13:47:00Z,170.59
CVX,2026-06-29T13:49:00Z,170.74
CVX,2026-06-29T13:50:00Z,170.685
CVX,2026-06-29T13:51:00Z,170.76
CVX,2026-06-29T13:52:00Z,170.505
CVX,2026-06-29T13:54:00Z,170.605
CVX,2026-06-29T13:55:00Z,170.95
CVX,2026-06-29T13:56:00Z,170.825
CVX,2026-06-29T13:57:00Z,170.84
CVX,2026-06-29T13:58:00Z,170.67
CVX,2026-06-29T13:59:00Z,170.54
CVX,2026-06-29T14:00:00Z,170.1
CVX,2026-06-29T14:01:00Z,169.89
CVX,2026-06-29T14:02:00Z,169.64
CVX,2026-06-29T14:03:00Z,169.78
CVX,2026-06-29T14:04:00Z,169.855
CVX,2026-06-29T14:05:00Z,169.74
CVX,2026-06-29T14:06:00Z,169.63
CVX,2026-06-29T14:07:00Z,169.655
CVX,2026-06-29T14:08:00Z,169.63
CVX,2026-06-29T14:09:00Z,169.49
CVX,2026-06-29T14:10:00Z,169.23
CVX,2026-06-29T14:11:00Z,169.62
CVX,2026-06-29T14:12:00Z,169.8
CVX,2026-06-29T14:13:00Z,169.63
CVX,2026-06-29T14:14:00Z,169.52
CVX,2026-06-29T14:15:00Z,169.73
CVX,2026-06-29T14:16:00Z,169.81
CVX,2026-06-29T14:17:00Z,169.85
CVX,2026-06-29T14:18:00Z,169.695
CVX,2026-06-29T14:19:00Z,169.67
CVX,2026-06-29T14:20:00Z,169.695
CVX,2026-06-29T14:21:00Z,169.71
CVX,2026-06-29T14:22:00Z,169.765
CVX,2026-06-29T14:23:00Z,169.75
CVX,2026-06-29T14:24:00Z,169.865
CVX,2026-06-29T14:25:00Z,169.68
CVX,2026-06-29T14:26:00Z,169.665
CVX,2026-06-29T14:28:00Z,169.4
CVX,2026-06-29T14:29:00Z,169.19
CVX,2026-06-29T14:30:00Z,169.18
CVX,2026-06-29T14:31:00Z,169.345
CVX,2026-06-29T14:32:00Z,169.28
CVX,2026-06-29T14:33:00Z,169.22
CVX,2026-06-29T14:34:00Z,169.05
CVX,2026-06-29T14:35:00Z,169.0
EOG,2026-06-29T13:30:00Z,132.94
EOG,2026-06-29T13:34:00Z,133.735
EOG,2026-06-29T13:37:00Z,133.83
EOG,2026-06-29T13:38:00Z,133.89
EOG,2026-06-29T13:41:00Z,133.8
EOG,2026-06-29T13:42:00Z,133.67
EOG,2026-06-29T13:43:00Z,133.79
EOG,2026-06-29T13:44:00Z,133.82
EOG,2026-06-29T13:45:00Z,133.79
EOG,2026-06-29T13:46:00Z,133.8
EOG,2026-06-29T13:47:00Z,133.87
EOG,2026-06-29T13:48:00Z,134.05
EOG,2026-06-29T13:49:00Z,133.88
EOG,2026-06-29T13:50:00Z,134.05
EOG,2026-06-29T13:51:00Z,133.94
EOG,2026-06-29T13:52:00Z,133.86
EOG,2026-06-29T13:53:00Z,133.89
EOG,2026-06-29T13:55:00Z,134.305
EOG,2026-06-29T13:58:00Z,134.3
EOG,2026-06-29T14:00:00Z,134.01
EOG,2026-06-29T14:01:00Z,133.83
EOG,2026-06-29T14:05:00Z,134.125
EOG,2026-06-29T14:09:00Z,133.65
EOG,2026-06-29T14:10:00Z,133.44
EOG,2026-06-29T14:11:00Z,133.41
EOG,2026-06-29T14:14:00Z,133.93
EOG,2026-06-29T14:15:00Z,134.13
EOG,2026-06-29T14:16:00Z,134.03
EOG,2026-06-29T14:18:00Z,134.045
EOG,2026-06-29T14:22:00Z,134.105
EOG,2026-06-29T14:23:00Z,134.15
EOG,2026-06-29T14:25:00Z,134.21
